cadmium,aluminium,chromium,perchlorate,chloramine,arsenic,viruses,radium,lead,uranium,nitrites,barium,flouride,ammonia,selenium,bacteria,silver,is_safe
0.11,0.03,0.3,49.3,3.44,0.76,0.006,6.33,0.13,0.07,1.46,1.66,1.35,18.72,0.05,0.38,0.06,0
0.008,0.89,0.26,16.42,0.8,0.03,0.004,3.23,0.034,0.02,1.2,3.35,0.85,23.24,0.09,0.44,0.03,1
0.08,0.02,0.04,2.27,0.05,0.02,0.009,3.3,0.023,0.04,0.28,0.13,0.26,1.95,0.06,0.0,0.01,0
0.13,2.75,0.48,39.43,1.43,0.98,0.005,4.51,0.112,0.02,2.0,3.95,0.74,14.03,0.06,0.0,0.05,1
0.08,0.08,0.46,30.31,4.96,0.04,0.005,5.75,0.001,0.02,1.14,2.11,0.79,11.52,0.04,0.43,0.35,0
0.004,4.55,0.34,21.86,5.66,0.02,0.0,4.88,0.075,0.01,1.12,3.83,1.18,29.14,0.08,0.0,0.04,1
0.007,0.03,0.22,21.54,6.15,0.01,0.008,0.74,0.017,0.06,1.73,1.18,0.02,23.0,0.0,0.22,0.35,0
0.09,0.08,0.07,1.7,0.47,0.09,0.94,0.5,0.047,0.01,0.82,0.73,1.16,18.59,0.03,0.0,0.07,0
0.008,4.0,0.52,44.82,0.89,0.02,0.66,6.84,0.144,0.05,1.63,3.2,0.14,21.13,0.02,0.66,0.46,0
0.006,0.12,0.31,8.0,0.1,0.04,0.008,3.52,0.108,0.08,1.91,0.18,1.4,28.83,0.02,0.41,0.27,0
0.003,3.01,0.46,32.08,3.41,0.01,0.84,4.26,0.081,0.07,1.67,3.99,1.43,13.84,0.08,0.84,0.26,1
0.09,0.0,0.05,0.6,0.42,0.07,0.76,2.0,0.052,0.05,1.27,0.39,0.01,3.65,0.01,0.76,0.06,0
0.12,1.56,0.15,38.76,8.13,0.1,0.99,4.74,0.13,0.03,1.51,4.27,1.41,23.09,0.01,0.0,0.03,1
0.07,0.07,0.51,46.69,0.4,0.81,0.82,6.98,0.053,0.07,1.31,1.91,0.69,13.64,0.05,0.82,0.15,0
0.05,0.06,0.0,0.03,0.04,0.01,0.001,0.27,0.033,0.06,0.46,1.5,0.37,13.89,0.05,0.0,0.07,0
0.08,1.76,0.77,17.23,3.37,0.42,0.97,3.54,0.166,0.01,1.34,1.57,1.47,8.01,0.05,0.97,0.5,0
0.09,0.1,0.02,0.4,0.3,0.07,0.74,0.5,0.126,0.08,1.01,0.09,1.36,18.42,0.01,0.74,0.04,0
0.001,0.01,0.12,42.49,4.18,0.05,0.001,7.07,0.117,0.09,1.39,3.92,1.48,13.83,0.06,0.06,0.38,0
0.02,0.06,0.08,1.12,0.02,0.08,0.007,0.34,0.112,0.05,0.81,0.85,0.63,22.96,0.03,0.0,0.07,0
0.001,0.03,0.17,41.46,3.67,0.02,0.001,4.78,0.08,0.01,1.14,3.85,0.34,22.55,0.03,0.21,0.1,1
0.07,0.01,0.07,0.43,0.06,0.02,0.98,0.44,0.01,0.01,0.47,0.08,0.21,8.26,0.09,0.0,0.0,0
0.002,0.15,0.39,38.53,2.73,0.03,0.93,0.16,0.165,0.01,1.01,3.14,0.13,1.38,0.07,0.93,0.27,1
0.06,0.07,0.0,10.15,0.16,0.02,0.007,3.16,0.114,0.0,0.52,1.76,0.36,24.83,0.02,0.0,0.06,0
0.05,0.01,0.09,1.14,0.0,0.03,0.003,4.15,0.163,0.01,1.62,1.83,0.27,9.43,0.02,0.19,0.03,0
0.008,1.7,0.44,9.71,0.14,0.05,0.0,6.8,0.026,0.06,1.97,1.46,1.35,9.17,0.07,0.0,0.34,1
0.04,0.06,0.01,0.11,0.09,0.08,0.61,0.67,0.142,0.0,0.17,0.06,0.26,6.32,0.0,0.0,0.02,0
0.008,0.42,0.61,25.83,6.92,0.04,0.0,4.2,0.095,0.03,1.39,2.22,0.48,18.06,0.09,0.0,0.08,1
0.002,4.62,0.4,10.0,3.31,0.001,0.006,4.73,0.182,0.05,1.41,0.6,1.42,24.92,0.0,0.48,0.26,1
0.12,4.2,0.84,36.11,4.64,0.8,0.0,4.14,0.045,0.01,1.36,2.53,1.01,18.97,0.01,0.0,0.02,1
0.005,0.03,0.15,55.9,0.8,0.001,0.54,5.88,0.163,0.0,1.76,2.04,0.8,7.2,0.01,0.54,0.18,0
0.002,0.05,0.72,36.57,2.78,0.01,0.006,4.55,0.049,0.0,1.43,3.04,1.41,25.84,0.03,0.08,0.19,0
0.002,4.7,0.27,28.9,3.9,0.001,0.0,4.51,0.011,0.07,1.77,3.09,0.94,18.64,0.0,0.0,0.12,1
0.003,1.14,0.58,32.91,1.63,0.04,0.007,2.78,0.069,0.03,1.55,3.81,1.06,2.59,0.07,0.22,0.16,1
0.008,3.92,0.82,12.71,5.18,0.05,0.0,1.03,0.139,0.07,1.64,3.96,1.35,0.53,0.04,0.0,0.23,1
0.004,0.42,0.31,36.76,3.76,0.02,0.0,2.38,0.125,0.01,1.43,0.92,0.52,18.15,0.04,0.0,0.31,1
0.05,0.05,0.05,6.03,0.2,0.03,0.003,0.37,0.014,0.02,0.39,1.91,1.25,16.94,0.07,0.11,0.1,0
0.08,0.05,0.03,0.32,0.02,0.07,0.008,0.61,0.042,0.02,0.95,0.17,0.94,6.9,0.05,0.0,0.08,0
0.08,4.92,0.08,34.6,2.45,0.3,0.7,4.98,0.018,0.01,2.14,1.06,0.92,26.16,0.03,0.7,0.3,0
0.001,0.22,0.88,30.27,1.79,0.03,0.0,1.91,0.05,0.06,1.06,2.14,1.49,18.53,0.08,0.0,0.29,1
0.04,5.03,0.73,1.42,6.07,0.06,0.58,7.52,0.195,0.02,2.11,1.09,0.29,26.11,0.06,0.0,0.26,0
0.006,2.72,0.18,22.73,1.87,0.05,0.0,3.61,0.162,0.05,1.66,0.53,1.44,26.67,0.05,0.0,0.02,1
0.06,0.01,0.08,10.07,0.1,0.06,0.93,0.54,0.097,0.05,0.81,0.3,1.11,21.48,0.02,0.0,0.08,0
0.003,0.87,0.12,36.59,3.71,0.04,0.99,7.15,0.03,0.03,1.01,1.91,1.49,6.54,0.0,0.99,0.44,1
0.12,1.56,0.88,44.68,5.79,0.53,0.0,2.3,0.103,0.0,1.51,0.84,1.42,0.04,0.07,0.0,0.0,1
0.001,3.42,0.2,2.61,2.25,0.001,0.0,2.61,0.089,0.04,1.15,1.76,1.43,19.72,0.03,0.0,0.08,1
0.02,0.05,0.09,6.68,0.02,0.1,0.77,1.41,0.09,0.08,0.05,1.89,0.83,2.13,0.09,0.0,0.07,0
0.002,2.04,0.32,30.05,3.16,0.04,0.0,5.34,0.185,0.0,1.08,3.2,1.12,12.04,0.08,0.0,0.29,1
0.03,0.07,0.05,0.58,0.07,0.09,0.0,7.17,0.176,0.02,1.7,0.43,0.47,10.62,0.06,0.0,0.05,0
0.005,2.1,0.78,38.03,4.01,0.05,0.0,2.77,0.128,0.06,1.43,3.38,1.41,3.73,0.02,0.0,0.05,1
0.007,0.09,0.04,57.11,7.64,0.05,0.8,0.2,0.093,0.02,1.5,2.13,0.62,28.95,0.03,0.8,0.48,0
0.04,0.02,0.06,0.46,0.03,0.1,0.003,1.69,0.089,0.03,1.97,0.42,0.43,23.1,0.03,0.04,0.04,0
0.01,0.06,0.08,1.41,0.08,0.1,0.0,0.46,0.116,0.03,1.6,0.28,1.33,6.66,0.03,0.0,0.08,0
0.0,0.01,0.0,0.0,2.0,0.01,0.0,0.0,0.0,0.0,0.0,2.0,0.0,10.0,0.0,0.0,0.0,1
0.001,4.32,0.32,5.2,7.97,0.04,0.008,5.63,0.101,0.01,1.69,1.98,0.66,10.15,0.04,0.06,0.12,1
0.001,3.81,0.25,41.37,2.89,0.03,0.51,4.76,0.094,0.03,1.31,3.62,1.43,21.58,0.05,0.51,0.4,0
0.08,4.71,0.32,58.67,7.38,0.72,0.003,1.94,0.05,0.0,2.07,3.79,0.3,2.47,0.01,0.0,0.41,0
0.001,2.72,0.06,41.23,7.85,0.001,0.0,1.8,0.161,0.01,1.9,3.32,1.37,2.22,0.04,0.0,0.09,1
0.08,4.12,0.11,9.87,6.38,0.2,0.001,6.02,0.147,0.07,1.94,2.44,1.06,22.38,0.03,0.07,0.35,0
0.007,3.85,0.41,29.96,3.74,0.01,0.9,4.47,0.154,0.0,1.85,1.11,0.82,1.53,0.03,0.9,0.19,1
0.09,0.07,0.06,1.54,0.04,0.06,0.5,0.59,0.196,0.06,0.51,2.6,0.5,5.24,0.07,0.0,0.08,0
0.05,0.03,0.06,8.75,0.18,0.03,0.84,2.03,0.136,0.08,0.19,0.45,1.46,22.52,0.06,0.0,0.03,0
0.003,0.09,0.4,55.04,2.63,0.04,0.65,5.22,0.044,0.02,1.81,3.79,0.62,23.69,0.03,0.65,0.48,0
0.001,0.23,0.17,33.5,0.5,0.05,0.0,2.73,0.141,0.08,1.22,2.36,1.03,20.5,0.1,0.0,0.34,0
0.06,0.02,0.04,3.23,0.01,0.0,0.007,0.15,0.02,0.02,1.48,0.68,0.72,10.99,0.06,0.25,0.07,0
0.001,1.81,0.69,11.04,4.34,0.04,0.85,3.63,0.1,0.09,1.21,0.14,1.35,20.45,0.01,0.85,0.48,1
0.07,0.01,0.06,0.01,0.44,0.1,0.0,2.0,0.01,0.04,1.97,0.65,1.2,10.44,0.01,0.0,0.0,0
0.08,0.2,0.25,22.17,2.16,0.53,0.005,4.6,0.084,0.01,2.07,0.75,1.09,21.02,0.06,0.34,0.04,1
0.008,2.99,0.35,27.25,1.43,0.001,0.99,2.39,0.063,0.0,1.17,2.58,1.32,0.22,0.07,0.99,0.25,1
0.11,0.03,0.51,26.8,7.98,0.79,0.004,4.0,0.198,0.0,1.67,3.64,0.62,25.43,0.06,0.35,0.11,0
0.06,2.52,0.63,16.99,3.66,0.39,0.002,2.13,0.197,0.03,1.32,4.07,1.37,28.4,0.09,0.31,0.05,0
0.008,1.4,0.52,29.73,0.83,0.04,0.005,6.88,0.135,0.08,1.85,3.14,1.48,5.43,0.0,0.13,0.47,1
0.05,0.09,0.71,37.65,4.37,0.13,0.004,6.66,0.172,0.08,2.12,1.78,1.44,16.12,0.05,0.34,0.45,0
0.1,0.97,0.82,35.2,2.47,0.09,0.003,6.85,0.001,0.07,1.42,3.12,0.52,13.12,0.01,0.0,0.15,0
0.04,0.08,0.05,0.39,0.01,0.01,0.0,3.1,0.035,0.01,1.88,3.78,0.2,7.88,0.09,0.44,0.07,0
0.001,3.46,0.46,50.82,2.13,0.01,0.7,2.0,0.122,0.0,1.53,1.82,0.79,4.78,0.09,0.7,0.28,1
0.002,1.37,0.35,21.31,6.12,0.02,0.63,4.14,0.106,0.05,1.28,2.45,1.35,19.98,0.04,0.63,0.12,1
0.002,1.81,0.15,19.72,2.8,0.01,0.0,6.83,0.057,0.07,1.59,1.59,0.96,18.67,0.07,0.0,0.04,1
0.003,2.91,0.49,2.55,2.56,0.03,0.0,3.95,0.13,0.06,1.9,2.75,1.19,0.37,0.07,0.0,0.49,1
0.004,3.71,0.47,32.92,0.38,0.02,0.0,4.49,0.187,0.07,1.77,0.42,0.43,6.52,0.06,0.0,0.46,1
0.006,3.68,0.87,22.62,1.87,0.01,0.0,7.15,0.074,0.0,1.54,2.91,0.04,14.46,0.09,0.0,0.24,1
0.001,2.92,0.66,11.36,4.91,0.03,0.8,7.67,0.193,0.04,1.72,2.52,0.68,12.37,0.1,0.8,0.39,1
0.001,0.04,0.41,4.06,4.18,0.02,0.004,5.6,0.125,0.02,1.22,1.19,0.39,11.12,0.05,0.05,0.01,0
0.05,0.1,0.04,0.97,0.22,0.06,0.0,3.78,0.09,0.06,1.0,0.26,0.62,1.97,0.07,0.02,0.02,0
0.07,0.09,0.02,0.56,0.27,0.02,0.97,1.7,0.007,0.08,0.88,1.87,1.05,1.37,0.01,0.0,0.05,0
0.03,0.06,0.08,1.71,0.11,0.05,0.75,6.52,0.005,0.07,0.49,0.42,1.46,3.77,0.07,0.0,0.1,0
0.009,0.31,0.89,13.04,7.37,0.04,0.0,2.95,0.076,0.05,1.06,1.42,0.61,29.31,0.04,0.0,0.02,1
0.07,0.01,0.01,4.17,0.19,0.04,0.51,2.71,0.094,0.03,0.07,0.54,1.43,21.25,0.05,0.51,0.09,0
0.004,0.92,0.19,20.28,7.59,0.04,0.008,4.35,0.103,0.07,1.42,1.39,1.06,9.34,0.01,0.27,0.41,1
0.003,0.1,0.52,18.52,1.22,0.01,0.61,0.05,0.04,0.02,1.38,2.13,0.59,25.21,0.03,0.61,0.05,1
0.03,0.09,0.08,3.59,0.03,0.02,0.7,0.33,0.126,0.0,0.3,0.15,0.66,22.73,0.0,0.0,0.06,0
0.003,0.85,0.36,16.61,6.14,0.03,0.0,2.27,0.044,0.0,1.45,1.21,1.1,29.02,0.06,0.0,0.24,1
0.006,0.75,0.89,18.51,3.49,0.01,0.0,0.77,0.011,0.08,1.47,2.59,1.06,10.88,0.02,0.0,0.36,1
0.08,0.04,0.01,7.45,0.01,0.03,0.003,0.1,0.135,0.02,0.47,0.58,0.25,5.62,0.09,0.04,0.07,1
0.12,3.06,0.46,13.79,1.49,0.24,0.002,3.46,0.167,0.04,1.54,1.69,0.88,12.15,0.1,0.0,0.23,0
0.003,2.2,0.52,18.03,4.52,0.04,0.86,7.82,0.132,0.01,1.96,1.42,0.35,23.23,0.03,0.86,0.4,1
0.006,1.44,0.02,50.43,2.79,0.01,0.008,1.22,0.089,0.08,1.52,3.73,1.09,24.6,0.03,0.46,0.03,0
0.002,2.47,0.63,11.55,3.63,0.001,0.0,2.13,0.197,0.03,1.09,3.67,1.37,28.5,0.09,0.0,0.05,1
0.001,0.09,0.07,5.54,3.16,0.02,0.61,0.32,0.123,0.01,1.72,3.28,0.08,15.72,0.03,0.61,0.06,1
0.02,0.07,0.11,18.0,2.9,0.38,0.009,5.37,0.001,0.0,1.56,4.09,1.31,6.16,0.02,0.15,0.21,0
0.008,2.1,0.49,34.68,4.75,0.02,0.61,3.19,0.133,0.02,1.65,1.98,1.15,7.61,0.03,0.61,0.24,1
0.003,2.17,0.38,16.62,4.27,0.05,0.0,7.46,0.026,0.0,1.85,3.98,0.12,22.04,0.07,0.0,0.3,1
0.02,3.57,0.32,51.01,2.02,1.01,0.0,4.23,0.023,0.04,1.52,2.91,0.26,1.97,0.06,0.0,0.03,0
0.006,0.92,0.69,16.9,2.67,0.03,0.001,2.41,0.117,0.02,1.11,0.2,0.61,24.33,0.02,0.13,0.06,1
0.008,0.86,0.09,32.6,6.5,0.01,0.0,3.54,0.096,0.01,1.43,2.34,0.56,9.91,0.1,0.0,0.05,1
0.005,2.69,0.74,16.9,2.1,0.001,0.004,5.19,0.199,0.08,1.66,0.62,0.97,5.79,0.07,0.24,0.44,1
0.02,0.07,0.25,3.73,3.28,0.27,0.004,2.82,0.082,0.01,2.56,3.36,0.76,1.97,0.02,0.15,0.45,0
0.005,3.81,0.45,25.55,6.03,0.001,0.59,6.14,0.119,0.05,1.38,2.17,0.79,11.11,0.08,0.59,0.4,1
0.004,1.5,0.09,23.89,3.37,0.04,0.0,1.4,0.071,0.02,1.71,2.68,1.02,9.91,0.04,0.0,0.41,1
0.07,0.1,0.06,1.6,0.43,0.05,0.0,3.24,0.183,0.07,2.18,0.73,0.27,22.85,0.06,0.0,0.04,0
0.009,0.02,0.59,15.98,3.61,0.02,0.52,4.47,0.197,0.08,1.45,1.72,0.28,14.44,0.06,0.52,0.02,0
0.05,1.42,0.09,41.84,6.13,0.91,0.002,4.08,0.148,0.01,1.94,0.8,0.8,6.3,0.06,0.37,0.05,1
0.08,0.01,0.04,7.07,0.04,0.04,0.004,0.97,0.055,0.05,0.18,0.75,0.03,26.59,0.09,0.0,0.08,1
0.002,0.05,0.56,44.62,0.96,0.03,0.006,4.28,0.132,0.02,1.56,3.41,0.99,9.34,0.02,0.43,0.05,1
0.001,1.62,0.11,3.47,3.07,0.01,0.001,6.28,0.015,0.01,1.02,1.46,1.21,6.54,0.09,0.33,0.47,1
0.05,0.27,0.34,37.97,0.94,0.2,0.5,1.23,0.148,0.02,2.28,2.28,0.01,9.69,0.06,0.5,0.01,1
0.001,3.73,0.23,15.32,7.42,0.02,0.0,1.35,0.032,0.02,1.64,2.24,1.02,6.59,0.07,0.0,0.35,1
0.01,0.08,0.02,7.5,0.52,0.02,0.51,6.43,0.198,0.03,1.62,0.1,0.94,19.59,0.08,0.51,0.05,0
0.02,0.29,0.03,48.79,4.82,0.7,0.006,7.81,0.189,0.05,2.43,2.82,0.36,8.73,0.01,0.27,0.21,0
0.003,3.81,0.05,47.47,2.4,0.02,0.003,7.35,0.075,0.0,1.25,3.51,0.74,8.13,0.05,0.05,0.36,1
0.06,2.69,0.72,22.91,7.02,0.92,0.84,1.16,0.032,0.0,1.94,4.4,1.37,6.42,0.07,0.84,0.01,1
0.009,4.38,0.67,17.71,1.36,0.01,0.75,1.03,0.011,0.06,1.28,0.73,0.59,22.68,0.02,0.75,0.02,1
0.0,0.05,0.06,0.99,0.16,0.07,0.97,4.0,0.118,0.0,0.5,0.99,1.43,3.31,0.03,0.0,0.08,0
0.003,0.71,0.69,35.17,3.45,0.04,0.006,0.66,0.123,0.03,1.61,1.4,0.66,9.9,0.04,0.3,0.05,1
0.03,0.06,0.02,7.42,0.43,0.02,0.79,1.82,0.118,0.06,1.97,0.24,1.5,5.43,0.01,0.79,0.07,0
0.07,0.25,0.78,0.26,7.62,0.09,0.004,7.97,0.055,0.05,2.03,2.32,0.03,26.84,0.09,0.23,0.21,0
0.005,0.29,0.88,38.55,6.97,0.01,0.0,4.86,0.023,0.02,1.78,0.83,1.41,2.03,0.09,0.0,0.37,1
0.004,4.07,0.18,19.37,6.56,0.001,0.008,3.14,0.163,0.06,1.1,3.07,0.22,6.44,0.04,0.31,0.38,1
0.009,3.69,0.4,50.04,7.24,0.05,0.003,4.58,0.102,0.09,1.78,1.81,0.93,3.7,0.01,0.36,0.45,1
0.07,0.01,0.07,0.14,0.09,0.05,0.004,2.3,0.045,0.04,0.87,0.57,1.14,16.13,0.02,0.0,0.05,1
0.008,0.13,0.52,20.32,2.86,0.05,0.77,2.21,0.012,0.04,1.55,3.74,0.51,6.1,0.02,0.77,0.48,0
0.004,0.14,0.24,48.15,7.22,0.04,0.005,1.9,0.1,0.05,1.48,2.2,0.05,7.63,0.06,0.49,0.28,0
0.005,2.79,0.41,16.31,6.89,0.01,0.84,2.21,0.115,0.01,1.74,3.19,0.71,29.26,0.08,0.84,0.19,1
0.1,0.08,0.07,0.3,0.0,0.09,0.002,2.98,0.167,0.04,1.81,0.45,0.88,0.74,0.1,0.25,0.1,0
0.11,0.02,0.11,17.3,3.8,0.24,0.008,2.18,0.071,0.02,1.39,0.65,0.36,13.64,0.04,0.13,0.01,1
0.04,0.01,0.04,4.66,0.34,0.03,0.002,0.86,0.011,0.07,1.38,0.61,0.03,21.84,0.04,0.24,0.03,0
0.008,2.33,0.89,9.33,6.37,0.04,0.8,0.54,0.194,0.05,1.36,2.4,0.83,4.57,0.1,0.8,0.13,1
0.004,1.54,0.19,15.73,4.71,0.001,1.0,3.83,0.133,0.09,1.87,0.02,0.95,14.49,0.0,1.0,0.49,1
0.001,0.27,0.32,1.12,5.98,0.03,0.95,0.05,0.162,0.05,1.22,1.31,0.75,11.62,0.06,0.95,0.02,1
0.003,1.34,0.2,3.99,5.3,0.04,0.001,2.41,0.117,0.06,1.11,0.57,0.61,4.06,0.02,0.01,0.3,1
0.002,4.26,0.78,27.89,3.48,0.02,0.008,4.96,0.052,0.08,1.75,1.12,1.01,28.71,0.08,0.3,0.27,1
0.004,0.25,0.24,24.01,4.54,0.02,0.002,3.65,0.124,0.02,1.06,1.62,0.64,0.98,0.05,0.1,0.37,0
0.006,3.36,0.86,19.09,3.25,0.03,0.008,4.23,0.03,0.04,1.68,3.15,0.59,2.5,0.08,0.25,0.39,1
0.03,0.03,0.01,5.46,0.07,0.03,0.77,0.9,0.042,0.06,0.24,2.55,0.07,23.91,0.05,0.0,0.06,0
0.05,0.06,0.04,0.38,0.01,0.04,0.001,0.15,0.059,0.08,0.89,0.39,0.28,28.88,0.06,0.0,0.02,1
0.004,4.3,0.28,44.88,4.06,0.01,0.73,4.05,0.059,0.05,1.2,3.09,0.79,2.03,0.06,0.73,0.24,1
0.05,0.02,0.46,36.48,2.68,0.16,0.59,1.75,0.118,0.06,2.16,3.91,0.88,23.24,0.02,0.59,0.23,0
0.01,4.99,0.89,27.53,6.99,0.47,0.001,4.06,0.117,0.03,1.08,3.51,1.27,25.62,0.1,0.0,0.33,0
0.003,3.08,0.03,3.77,4.77,0.05,0.006,7.81,0.189,0.05,1.56,2.24,0.36,8.83,0.01,0.27,0.21,1
0.001,1.14,0.46,10.45,0.17,0.04,0.0,6.0,0.101,0.04,1.36,2.67,0.01,8.89,0.01,0.0,0.01,1
0.09,0.04,0.07,5.77,0.04,0.1,0.004,0.32,0.011,0.05,1.29,0.27,0.95,21.76,0.03,0.19,0.01,0
0.08,0.01,0.07,0.1,0.31,0.04,0.75,0.08,0.147,0.02,1.38,0.14,1.48,10.38,0.02,0.75,0.1,0
0.09,0.0,0.07,12.19,0.49,0.07,0.005,2.44,0.197,0.07,0.84,0.04,0.86,19.57,0.08,0.16,0.06,0
0.03,0.05,0.01,0.77,0.45,0.1,0.003,2.72,0.076,0.05,0.6,0.07,1.05,0.37,0.07,0.0,0.09,0
0.001,2.18,0.33,34.46,1.66,0.04,0.62,1.38,0.147,0.02,1.49,3.61,0.48,22.69,0.1,0.62,0.28,0
0.07,2.71,0.59,30.22,2.06,0.35,0.66,0.4,0.016,0.03,1.87,3.61,0.12,17.92,0.0,0.66,0.08,1
0.03,0.12,0.38,44.59,1.37,0.41,0.007,2.97,0.02,0.02,1.42,0.97,0.72,17.45,0.06,0.25,0.1,1
0.04,0.04,0.06,3.82,0.34,0.09,0.003,4.64,0.095,0.07,0.45,0.06,1.34,6.17,0.01,0.0,0.04,1
0.03,0.01,0.09,3.3,0.05,0.0,0.75,1.01,0.07,0.03,1.26,0.01,0.42,5.19,0.0,0.75,0.06,0
0.03,0.08,0.05,1.13,0.01,0.06,0.75,0.1,0.071,0.05,0.93,0.52,0.99,26.02,0.0,0.75,0.01,0
0.001,1.86,0.69,39.06,5.65,0.04,0.0,7.51,0.016,0.01,1.48,3.79,0.21,10.48,0.04,0.0,0.4,1
0.008,0.1,0.34,47.93,0.79,0.001,0.5,1.23,0.148,0.02,1.95,1.6,0.01,9.79,0.06,0.5,0.01,1
0.04,0.08,0.09,27.73,3.16,0.14,0.003,0.19,0.014,0.02,2.21,3.75,1.25,17.55,0.07,0.11,0.29,0
0.007,2.14,0.3,6.97,5.23,0.01,0.009,7.6,0.156,0.02,1.27,0.12,0.99,18.1,0.01,0.05,0.12,1
0.006,3.35,0.28,19.55,7.51,0.02,0.003,7.29,0.185,0.01,1.44,1.92,0.45,14.3,0.07,0.36,0.02,1
0.04,0.08,0.04,2.04,0.17,0.09,0.003,1.58,0.109,0.03,1.0,1.78,0.76,16.99,0.09,0.49,0.05,0
0.07,1.98,0.67,46.97,5.08,0.67,0.008,0.01,0.172,0.02,2.01,1.3,0.08,26.55,0.08,0.0,0.02,1
0.009,3.38,0.49,44.5,3.05,0.01,0.91,0.1,0.135,0.06,1.83,2.68,1.14,10.07,0.03,0.91,0.21,1
0.09,0.08,0.02,56.22,1.64,0.38,0.83,4.18,0.079,0.08,1.62,2.64,0.33,14.84,0.08,0.83,0.18,0
0.06,0.05,0.02,2.57,0.49,0.02,0.002,0.36,0.131,0.05,0.25,1.07,0.52,10.63,0.06,0.0,0.04,1
0.05,0.07,0.03,2.94,0.17,0.03,0.006,0.6,0.16,0.04,1.83,0.67,0.38,0.22,0.07,0.38,0.02,0
0.04,0.07,0.69,1.99,5.8,0.16,0.003,7.51,0.016,0.01,1.58,4.68,0.21,10.38,0.04,0.35,0.4,0
0.06,0.02,0.03,6.12,0.05,0.05,0.61,0.61,0.087,0.05,0.7,2.15,1.27,9.6,0.09,0.0,0.04,0
0.02,0.05,0.02,0.06,0.28,0.01,0.61,0.37,0.131,0.05,1.46,0.2,1.01,28.22,0.06,0.61,0.06,0
0.001,0.93,0.85,14.24,3.66,0.01,0.007,1.92,0.148,0.02,1.75,3.88,0.81,7.74,0.03,0.2,0.45,1
0.0,0.06,0.05,4.08,0.24,0.08,0.92,0.74,0.112,0.05,0.88,0.98,0.62,0.54,0.05,0.0,0.07,0
0.005,2.13,0.52,21.38,0.5,0.05,0.0,5.1,0.009,0.09,1.51,1.47,0.72,29.19,0.05,0.0,0.28,1
0.007,2.91,0.47,1.09,5.06,0.03,0.77,0.89,0.158,0.08,1.03,0.68,1.09,13.81,0.05,0.77,0.04,1
0.003,4.39,0.41,4.79,2.92,0.04,0.0,4.52,0.2,0.05,1.23,0.73,1.04,18.91,0.06,0.0,0.45,1
0.001,0.02,0.55,6.43,7.3,0.02,0.008,5.57,0.122,0.05,1.97,1.8,0.59,27.71,0.04,0.18,0.03,0
0.004,0.08,0.77,32.54,4.62,0.01,0.59,4.83,0.178,0.02,1.22,2.47,0.4,28.55,0.02,0.59,0.1,1
0.009,2.25,0.14,10.56,1.82,0.01,0.0,1.2,0.142,0.0,1.47,1.66,0.26,6.71,0.0,0.0,0.45,1
0.1,0.04,0.07,0.76,0.28,0.1,0.75,0.59,0.109,0.02,0.55,0.01,0.63,16.44,0.02,0.0,0.01,0
0.11,4.39,0.8,20.32,3.99,0.86,0.0,6.66,0.05,0.0,1.49,1.94,0.48,1.24,0.09,0.0,0.16,0
0.08,0.05,0.09,0.26,0.04,0.03,0.93,2.44,0.075,0.05,0.08,0.06,1.3,1.97,0.05,0.93,0.04,0
0.02,1.8,0.47,44.13,6.04,1.05,0.0,6.79,0.164,0.04,2.01,3.17,1.25,4.2,0.06,0.0,0.12,0
0.05,0.03,0.05,0.23,0.09,0.05,0.95,5.53,0.014,0.04,0.79,0.77,0.9,9.13,0.1,0.95,0.01,0
0.04,0.06,0.07,5.7,0.15,0.03,0.004,0.7,0.184,0.08,0.59,0.74,0.92,0.18,0.04,0.0,0.03,0
0.003,0.36,0.32,47.92,6.52,0.02,0.002,5.92,0.135,0.0,1.57,2.28,0.94,2.2,0.1,0.26,0.11,1
0.11,1.11,0.32,41.73,4.09,0.28,0.004,2.31,0.021,0.02,1.11,3.36,0.32,0.33,0.0,0.01,0.03,1
0.03,0.07,0.03,1.28,0.16,0.04,0.001,0.51,0.032,0.07,0.98,1.22,0.88,11.23,0.06,0.0,0.03,1
0.04,0.09,0.02,3.75,0.11,0.09,0.8,0.12,0.121,0.07,0.79,0.15,0.58,7.25,0.08,0.0,0.04,0
0.005,4.34,0.79,21.12,3.1,0.04,0.004,1.55,0.062,0.04,1.8,1.84,0.96,1.86,0.03,0.21,0.15,1
0.007,4.55,0.36,38.44,3.35,0.001,0.0,2.08,0.03,0.03,1.8,3.42,1.13,10.69,0.09,0.0,0.24,1
0.07,0.03,0.17,48.18,6.89,0.04,1.0,5.45,0.065,0.08,1.19,1.31,1.33,13.62,0.08,1.0,0.48,0
0.06,0.07,0.08,0.83,0.0,0.02,0.009,1.52,0.159,0.0,1.24,0.54,1.45,8.92,0.04,0.42,0.05,0
0.006,0.56,0.78,1.35,0.73,0.03,0.0,4.02,0.118,0.06,1.43,0.49,1.32,9.34,0.04,0.0,0.03,1
0.1,3.01,0.16,30.16,4.04,0.17,0.84,4.78,0.07,0.05,1.13,1.04,0.36,23.09,0.09,0.0,0.09,0
0.002,0.03,0.16,11.83,4.54,0.03,0.52,4.26,0.19,0.06,1.54,1.52,0.05,1.77,0.05,0.52,0.34,0
