aluminium,ammonia,arsenic,barium,cadmium,chloramine,chromium,copper,flouride,bacteria,viruses,lead,nitrates,nitrites,mercury,perchlorate,radium,selenium,silver,uranium,is_safe
0.1,23.77,0.02,1.53,0.005,4.18,0.53,1.99,0.81,0.19,0.001,0.098,3.77,1.65,0.003,2.08,4.51,0.1,0.07,0.02,0
4.51,11.64,0.03,3.67,0.002,3.02,0.02,1.35,1.33,0.0,0.0,0.151,9.42,1.95,0.009,10.49,7.23,0.08,0.07,0.01,1
0.07,15.39,0.05,1.03,0.09,0.44,0.06,0.08,0.51,0.0,0.0,0.141,13.02,1.89,0.006,1.58,7.64,0.05,0.01,0.03,0
0.05,5.83,0.07,0.99,0.01,0.02,0.06,0.36,0.55,0.03,0.005,0.19,0.27,2.03,0.007,0.05,0.67,0.06,0.06,0.04,0
0.1,16.98,0.03,1.88,0.006,5.33,0.16,0.88,0.12,0.87,0.87,0.143,13.48,1.73,0.009,56.14,2.74,0.07,0.24,0.02,0
1.97,14.84,0.53,1.87,0.1,1.31,0.02,0.39,0.33,0.0,0.83,0.079,15.44,1.67,0.004,56.51,4.18,0.08,0.18,0.08,0
0.08,19.59,0.02,0.1,0.01,0.52,0.02,1.69,0.94,0.51,0.51,0.198,10.67,1.62,0.008,7.5,6.43,0.08,0.05,0.03,0
4.35,26.85,0.02,0.88,0.004,0.64,0.61,0.91,0.42,0.44,0.006,0.107,13.24,1.19,0.009,0.73,0.5,0.04,0.35,0.0,1
0.06,25.9,0.35,0.96,0.05,3.3,0.55,0.03,0.49,0.22,0.006,0.151,14.69,1.41,0.003,34.04,2.16,0.06,0.46,0.05,0
2.92,12.37,0.03,2.52,0.001,4.91,0.66,1.5,0.68,0.8,0.8,0.193,10.2,1.72,0.006,11.36,7.67,0.1,0.39,0.04,1
0.08,6.58,0.01,3.38,0.006,1.8,0.53,1.05,1.26,0.03,0.003,0.079,8.69,1.8,0.004,42.43,1.67,0.01,0.12,0.09,0
0.04,20.87,0.04,1.0,0.07,0.14,0.04,0.82,0.1,0.0,0.0,0.044,14.24,1.9,0.005,0.49,2.37,0.04,0.09,0.03,0
2.17,8.76,0.01,1.93,0.002,4.42,0.76,1.96,0.82,0.11,0.005,0.037,13.27,1.78,0.0,10.72,0.77,0.0,0.33,0.01,1
0.95,5.76,0.01,3.94,0.003,1.7,0.47,1.15,0.25,0.04,0.003,0.135,2.4,1.75,0.01,46.85,0.94,0.09,0.45,0.02,1
0.39,12.69,0.05,3.75,0.006,7.44,0.65,1.78,0.01,0.75,0.75,0.153,4.86,1.99,0.004,25.23,2.86,0.01,0.23,0.07,1
0.01,24.76,0.07,0.88,0.02,0.12,0.06,0.87,0.16,0.0,0.003,0.043,6.92,0.61,0.008,1.53,0.49,0.02,0.09,0.05,1
0.07,3.66,0.04,0.75,0.02,0.09,0.08,0.01,0.83,0.0,0.68,0.153,4.98,0.33,0.009,1.64,2.65,0.05,0.03,0.05,0
0.02,10.57,0.1,0.82,0.03,0.05,0.03,0.55,0.19,0.72,0.72,0.089,0.24,1.6,0.004,1.55,1.4,0.01,0.03,0.03,0
0.02,12.91,0.01,0.37,0.06,0.06,0.08,0.69,0.45,0.03,0.005,0.049,8.32,1.96,0.0,5.0,0.66,0.09,0.08,0.04,0
0.04,0.29,0.08,1.12,0.04,0.06,0.08,0.31,1.29,0.56,0.56,0.026,17.85,1.77,0.002,9.31,0.43,0.02,0.1,0.08,0
4.95,10.96,0.4,4.29,0.04,0.4,0.2,0.41,0.24,0.61,0.61,0.127,16.33,2.22,0.006,8.79,3.55,0.07,0.04,0.03,1
3.36,2.5,0.03,3.15,0.006,3.25,0.86,1.79,0.59,0.25,0.008,0.03,12.8,1.68,0.006,19.09,4.23,0.08,0.39,0.04,1
4.26,28.71,0.02,1.12,0.002,3.48,0.78,1.59,1.01,0.3,0.008,0.052,0.29,1.75,0.004,27.89,4.96,0.08,0.27,0.08,1
2.6,23.82,0.26,0.95,0.06,7.93,0.07,0.64,0.43,0.46,0.002,0.059,17.17,2.1,0.006,22.05,0.97,0.03,0.23,0.06,0
0.1,0.3,0.01,0.2,0.06,0.17,0.02,0.01,0.74,0.0,0.0,0.008,2.55,2.16,0.001,2.12,4.13,0.0,0.0,0.04,0
0.01,23.88,0.04,0.67,0.06,0.4,0.04,0.08,1.29,0.43,0.0,0.108,9.61,2.03,0.004,3.56,2.12,0.07,0.09,0.01,0
0.02,25.34,0.08,0.38,0.05,0.0,0.04,0.46,1.41,0.08,0.006,0.049,9.64,1.43,0.006,4.06,0.74,0.03,0.06,0.0,0
0.87,27.35,0.03,0.96,0.005,7.79,0.65,1.23,0.84,0.33,0.005,0.063,10.96,1.39,0.001,3.43,2.39,0.05,0.26,0.05,1
4.71,26.4,0.05,3.28,0.007,1.54,0.82,1.42,1.29,0.28,0.002,0.01,2.0,1.44,0.004,6.92,2.54,0.08,0.44,0.07,1
4.58,0.17,0.45,1.68,0.12,6.58,0.11,1.41,1.08,0.0,0.002,0.15,0.69,1.93,0.003,7.34,6.69,0.04,0.06,0.04,0
0.03,5.47,0.09,2.71,0.09,0.39,0.01,0.02,0.22,0.0,0.008,0.163,11.01,0.95,0.007,0.55,1.69,0.04,0.05,0.06,0
0.5,12.11,0.15,3.06,0.12,5.28,0.84,0.99,0.62,0.72,0.72,0.076,15.81,2.17,0.004,26.52,1.06,0.06,0.4,0.02,0
3.77,2.38,0.28,1.71,0.01,2.13,0.71,0.81,0.54,0.11,0.005,0.019,16.18,1.85,0.007,48.82,0.6,0.09,0.13,0.03,0
0.41,23.98,0.04,1.57,0.005,5.73,0.07,1.89,0.9,0.98,0.98,0.002,7.37,1.2,0.001,16.24,4.48,0.03,0.36,0.04,1
4.64,19.96,0.03,3.02,0.008,4.4,0.89,0.38,0.02,0.76,0.76,0.121,7.47,1.37,0.008,29.55,3.29,0.07,0.26,0.09,1
1.5,9.91,0.04,2.68,0.004,3.37,0.09,1.52,1.02,0.0,0.0,0.071,17.71,1.71,0.003,23.89,1.4,0.04,0.41,0.02,1
0.09,12.26,0.04,3.61,0.001,3.58,0.47,0.13,1.29,0.82,0.82,0.072,12.75,1.37,0.006,32.48,1.45,0.02,0.31,0.04,1
4.29,21.68,0.01,0.42,0.002,0.17,0.5,0.44,0.67,0.59,0.59,0.042,15.34,1.68,0.006,1.22,3.61,0.05,0.05,0.02,1
0.1,26.17,0.05,2.48,0.04,0.06,0.03,0.05,0.19,0.0,0.9,0.045,4.35,0.42,0.007,2.1,3.51,0.02,0.1,0.06,0
0.07,10.38,0.16,4.68,0.04,5.8,0.69,0.05,0.21,0.35,0.003,0.016,5.82,1.58,0.001,1.99,7.51,0.04,0.4,0.01,0
0.08,23.42,0.03,0.97,0.05,0.06,0.08,0.57,0.61,0.0,0.001,0.117,7.63,0.85,0.003,3.51,1.87,0.02,0.04,0.02,1
2.83,3.04,0.75,0.23,0.11,6.31,0.47,1.75,1.28,0.0,0.0,0.177,17.38,1.26,0.003,23.45,4.91,0.01,0.17,0.08,0
0.05,9.34,0.03,3.41,0.002,0.96,0.56,1.03,0.99,0.43,0.006,0.132,8.47,1.56,0.006,44.62,4.28,0.02,0.05,0.02,1
3.31,19.49,0.04,1.36,0.002,1.57,0.45,0.5,0.74,0.5,0.5,0.074,18.64,1.41,0.008,8.41,3.22,0.05,0.32,0.04,1
0.01,7.28,0.02,1.14,0.005,4.55,0.24,0.28,0.82,0.54,0.54,0.197,1.4,1.95,0.007,41.66,3.64,0.05,0.37,0.05,0
0.08,14.96,0.01,0.17,0.002,6.21,0.0,0.81,0.24,0.15,0.005,0.005,16.78,1.58,0.002,18.68,1.67,0.04,0.0,0.03,1
4.56,26.79,0.03,3.44,0.008,1.33,0.12,1.52,1.04,0.0,0.0,0.149,14.68,1.6,0.007,31.89,1.2,0.02,0.4,0.07,0
0.24,17.6,0.25,3.9,0.04,1.62,0.29,0.01,1.48,0.67,0.67,0.001,18.01,2.13,0.002,14.94,3.93,0.07,0.31,0.08,0
0.03,13.58,0.02,1.22,0.08,0.04,0.05,0.09,1.41,0.0,0.004,0.05,7.85,0.27,0.003,0.22,0.19,0.03,0.09,0.04,1
0.08,18.57,0.12,2.41,0.12,2.98,0.15,0.09,0.96,0.31,0.009,0.001,8.49,1.69,0.006,33.83,6.83,0.07,0.04,0.07,0
2.36,18.71,0.01,0.1,0.001,5.83,0.7,1.32,0.95,0.0,0.0,0.16,11.75,1.27,0.002,28.19,0.15,0.05,0.38,0.04,1
0.06,0.37,0.1,2.41,0.03,0.14,0.02,0.08,1.05,0.0,0.0,0.007,6.48,1.46,0.006,10.03,6.28,0.01,0.01,0.08,0
3.81,23.79,0.82,3.99,0.02,1.19,0.11,1.04,1.06,0.5,0.5,0.038,16.14,1.37,0.005,33.04,5.52,0.06,0.42,0.09,0
0.71,20.24,0.02,3.93,0.002,0.12,0.02,1.05,0.68,0.39,0.001,0.159,7.45,1.81,0.004,23.36,6.3,0.02,0.39,0.03,1
1.55,11.3,0.02,3.14,0.007,7.52,0.03,0.1,1.38,0.0,0.0,0.033,7.43,1.55,0.007,19.77,2.42,0.09,0.26,0.02,1
0.09,0.04,0.08,2.61,0.01,0.11,0.01,0.07,0.73,0.0,0.0,0.157,11.77,2.27,0.006,0.81,1.34,0.03,0.1,0.04,0
2.73,29.18,0.01,3.65,0.003,3.33,0.67,1.5,0.48,0.0,0.0,0.125,14.07,1.67,0.0,11.27,6.85,0.06,0.11,0.06,1
3.56,0.8,0.57,1.0,0.04,2.03,0.52,0.85,1.35,0.05,0.008,0.059,6.75,2.22,0.003,16.22,1.7,0.03,0.04,0.03,1
4.19,20.35,0.01,1.47,0.003,3.09,0.52,1.68,1.4,0.0,0.0,0.164,10.88,1.54,0.005,19.88,4.21,0.09,0.17,0.06,1
0.15,1.38,0.03,3.14,0.002,2.73,0.39,1.26,0.13,0.93,0.93,0.165,4.0,1.01,0.0,38.53,0.16,0.07,0.27,0.01,1
2.24,9.56,0.03,0.18,0.006,5.6,0.64,0.02,1.05,0.0,0.0,0.174,13.07,1.79,0.006,12.64,4.39,0.06,0.34,0.07,1
2.37,24.23,0.03,3.38,0.001,1.98,0.78,1.18,0.07,0.77,0.77,0.042,16.71,1.32,0.009,50.66,1.07,0.05,0.16,0.06,0
0.9,5.48,0.05,3.58,0.001,4.95,0.15,1.38,1.39,0.87,0.87,0.047,2.77,1.21,0.001,25.15,7.35,0.09,0.44,0.08,1
3.89,1.05,0.01,2.28,0.008,1.26,0.04,0.14,0.77,0.24,0.003,0.062,13.59,1.98,0.005,51.76,0.99,0.08,0.49,0.08,1
1.14,18.64,0.01,1.07,0.007,1.77,0.76,1.72,1.07,0.96,0.96,0.119,11.04,1.98,0.005,11.2,2.18,0.02,0.15,0.02,1
1.39,19.96,0.05,3.96,0.005,6.77,0.24,1.23,0.35,0.89,0.89,0.12,17.32,1.12,0.01,55.57,3.62,0.07,0.23,0.03,0
0.26,6.3,0.19,1.12,0.11,6.86,0.09,0.04,0.8,0.37,0.002,0.001,17.63,1.9,0.002,41.78,4.08,0.06,0.05,0.01,1
0.01,11.7,0.07,0.67,0.01,0.32,0.08,1.89,0.17,0.0,0.66,0.124,17.61,0.64,0.009,0.23,1.21,0.07,0.05,0.02,0
0.06,29.04,0.45,4.37,0.02,6.2,0.34,0.08,1.18,0.81,0.81,0.075,0.62,1.25,0.005,40.75,4.88,0.08,0.04,0.01,1
0.05,25.3,0.07,0.78,0.09,0.17,0.09,0.71,0.91,0.66,0.66,0.182,15.37,1.9,0.006,0.59,1.56,0.08,0.07,0.05,0
2.42,2.15,0.03,1.99,0.001,6.2,0.03,1.33,1.0,0.18,0.005,0.152,16.52,1.48,0.006,43.4,3.36,0.07,0.27,0.06,0
0.05,8.05,0.05,1.22,0.06,0.35,0.06,1.89,0.17,0.66,0.66,0.124,16.85,1.47,0.009,0.75,1.88,0.07,0.02,0.02,0
3.12,25.42,0.04,1.29,0.08,1.94,0.12,0.23,0.31,0.43,0.0,0.102,1.24,1.95,0.001,51.42,5.01,0.02,0.2,0.03,0
4.48,11.84,0.05,2.74,0.008,6.11,0.14,1.99,1.44,0.15,0.003,0.1,3.84,1.67,0.01,30.91,2.12,0.02,0.49,0.04,1
0.1,0.75,0.03,2.11,0.07,0.38,0.01,1.13,1.05,0.97,0.97,0.007,5.79,1.3,0.006,3.6,0.72,0.01,0.08,0.08,0
1.86,10.48,0.04,3.79,0.001,5.65,0.69,1.59,0.21,0.0,0.0,0.016,4.94,1.48,0.001,39.06,7.51,0.04,0.4,0.01,1
3.21,23.64,0.04,0.55,0.006,3.08,0.28,1.5,0.63,0.0,0.0,0.152,7.86,1.82,0.005,28.19,5.94,0.07,0.22,0.02,1
0.1,27.37,0.03,0.06,0.1,0.29,0.06,1.29,1.04,0.49,0.001,0.079,15.05,1.09,0.005,3.23,0.49,0.01,0.07,0.03,0
0.08,28.55,0.01,2.47,0.004,4.62,0.77,1.84,0.4,0.59,0.59,0.178,5.29,1.22,0.004,32.54,4.83,0.02,0.1,0.02,1
0.05,12.27,0.08,2.66,0.09,0.05,0.09,0.02,0.51,0.02,0.008,0.187,1.07,0.97,0.01,0.44,6.41,0.08,0.01,0.0,0
4.25,28.9,0.04,1.11,0.008,0.4,0.37,0.77,0.46,0.19,0.001,0.059,13.37,1.68,0.005,15.8,0.73,0.01,0.42,0.03,1
4.8,11.92,0.05,3.2,0.006,7.37,0.46,1.43,1.49,0.58,0.58,0.16,6.03,1.25,0.0,33.02,6.74,0.0,0.42,0.0,1
0.0,0.42,0.06,0.39,0.03,0.47,0.09,0.01,1.14,0.0,0.002,0.065,1.2,0.39,0.01,9.71,0.84,0.02,0.02,0.06,1
2.73,19.42,0.02,1.78,0.005,1.97,0.74,0.18,0.13,0.79,0.79,0.132,9.4,1.68,0.006,25.97,6.35,0.0,0.17,0.06,1
0.93,11.63,0.02,0.87,0.004,1.42,0.77,0.27,1.45,0.84,0.84,0.14,4.52,1.4,0.0,12.94,3.92,0.04,0.03,0.05,1
0.07,8.71,0.05,0.03,0.01,0.07,0.02,0.1,1.06,0.0,0.008,0.103,3.7,0.43,0.007,2.74,1.61,0.01,0.08,0.07,1
2.8,23.13,0.04,0.12,0.006,3.67,0.29,0.98,0.27,0.2,0.005,0.012,8.32,1.02,0.004,24.98,0.74,0.07,0.45,0.08,1
2.54,27.03,0.01,1.17,0.002,4.52,0.18,1.93,0.78,0.55,0.55,0.17,18.01,1.51,0.003,4.32,4.82,0.04,0.15,0.01,1
0.05,5.86,0.06,2.35,0.06,0.58,0.06,0.03,0.4,0.0,0.0,0.097,12.19,1.45,0.01,1.7,6.96,0.05,0.08,0.03,0
3.52,23.9,0.02,2.77,0.003,1.07,0.54,1.35,1.03,0.0,0.0,0.067,13.92,1.31,0.0,12.23,2.42,0.05,0.23,0.0,1
0.09,13.91,0.04,0.54,0.02,0.06,0.02,0.63,0.7,0.08,0.001,0.144,9.91,0.07,0.005,0.7,0.08,0.06,0.03,0.02,1
2.71,22.74,0.29,3.04,0.02,3.36,0.79,1.57,0.66,0.0,0.0,0.071,14.49,1.81,0.008,34.71,3.32,0.05,0.32,0.06,0
2.83,26.13,0.64,3.0,0.08,3.14,0.32,1.87,1.16,0.0,0.009,0.001,12.7,1.82,0.005,58.03,6.05,0.07,0.36,0.08,0
0.65,13.96,0.001,3.72,0.001,5.17,0.37,1.64,1.39,0.3,0.005,0.156,15.69,1.22,0.003,16.85,0.67,0.03,0.21,0.06,1
0.06,16.45,0.03,3.01,0.001,4.16,0.36,0.31,0.74,0.55,0.55,0.093,7.85,1.78,0.009,32.15,7.43,0.09,0.09,0.05,0
2.52,28.4,0.39,4.07,0.06,3.66,0.63,1.47,1.37,0.31,0.002,0.197,13.57,1.32,0.005,16.99,2.13,0.09,0.05,0.03,0
0.02,28.29,0.05,0.1,0.01,0.08,0.06,0.06,0.46,0.0,0.001,0.059,13.37,0.69,0.005,2.46,0.48,0.01,0.06,0.03,0
0.36,7.11,0.04,2.04,0.006,5.85,0.75,1.44,0.58,0.21,0.006,0.066,0.6,1.27,0.003,26.57,3.28,0.05,0.15,0.02,1
0.05,7.75,0.09,0.75,0.06,0.66,0.06,0.09,0.71,0.0,0.0,0.115,9.09,2.54,0.004,3.59,0.35,0.08,0.05,0.01,0
2.35,14.14,0.02,2.86,0.009,5.27,0.01,0.71,0.52,0.39,0.007,0.146,7.72,1.57,0.003,27.48,2.92,0.07,0.41,0.01,1
0.05,17.1,0.02,0.66,0.1,0.01,0.06,1.19,0.26,0.72,0.72,0.034,17.27,1.6,0.004,8.08,1.43,0.04,0.09,0.06,0
0.03,14.25,0.05,0.95,0.09,0.09,0.06,0.36,0.37,0.0,0.001,0.033,9.79,0.43,0.005,2.5,0.35,0.05,0.05,0.06,0
0.07,17.13,0.01,2.63,0.003,7.8,0.4,1.24,0.92,0.42,0.006,0.172,6.13,1.06,0.004,37.72,5.9,0.08,0.21,0.01,0
0.07,11.01,0.0,0.42,0.0,0.03,0.04,1.04,1.39,0.07,0.006,0.176,3.45,1.15,0.008,5.09,1.69,0.03,0.07,0.05,0
0.05,1.94,0.04,0.31,0.004,4.78,0.04,0.65,0.2,0.45,0.005,0.013,16.7,1.55,0.003,43.22,3.1,0.01,0.01,0.01,1
0.02,7.02,0.1,0.34,0.07,0.03,0.06,1.65,0.08,0.51,0.51,0.025,14.22,1.7,0.002,0.32,0.22,0.08,0.08,0.06,0
3.4,12.21,0.24,1.19,0.05,5.64,0.8,0.03,0.93,0.62,0.62,0.05,19.6,1.93,0.001,31.45,4.21,0.06,0.07,0.02,1
4.0,5.65,0.02,3.4,0.003,0.73,0.47,1.32,0.65,0.95,0.95,0.148,9.15,1.1,0.0,40.62,0.88,0.0,0.29,0.09,1
0.01,8.37,0.09,0.61,0.07,0.25,0.05,0.09,0.03,0.0,0.6,0.193,10.52,0.15,0.003,2.84,0.93,0.01,0.04,0.04,0
0.05,0.94,0.02,0.89,0.0,0.41,0.02,1.84,0.75,0.92,0.92,0.142,7.76,1.46,0.004,0.92,1.41,0.02,0.02,0.09,0
0.1,23.18,0.02,1.82,0.008,0.53,0.8,1.39,0.66,0.7,0.7,0.126,8.49,1.22,0.003,44.84,0.72,0.0,0.33,0.0,0
0.02,9.0,0.05,1.38,0.0,0.07,0.08,0.66,0.03,0.62,0.62,0.024,2.39,1.58,0.01,0.62,0.45,0.02,0.03,0.03,0
3.05,22.43,0.03,0.89,0.005,5.99,0.86,1.72,0.81,0.87,0.87,0.15,2.74,1.6,0.004,28.79,7.27,0.02,0.24,0.05,1
0.1,23.25,0.02,0.4,0.06,0.12,0.08,0.04,0.52,0.0,0.003,0.057,13.75,0.57,0.005,11.65,0.31,0.07,0.01,0.08,0
0.05,16.94,0.05,0.77,0.08,0.7,0.01,0.09,1.44,0.0,0.003,0.092,7.26,0.89,0.009,7.39,0.08,0.02,0.08,0.07,1
4.19,8.81,0.05,2.42,0.004,2.37,0.76,1.89,0.95,0.36,0.003,0.178,16.01,1.41,0.004,23.35,0.91,0.02,0.11,0.06,1
1.75,4.3,0.05,3.06,0.001,5.92,0.47,1.53,1.25,0.6,0.6,0.164,11.15,1.98,0.002,6.22,6.79,0.06,0.12,0.04,1
2.68,9.02,0.04,3.98,0.002,0.22,0.09,0.54,0.14,0.27,0.004,0.069,8.43,1.84,0.007,21.79,2.91,0.08,0.43,0.09,1
3.85,1.53,0.01,1.11,0.007,3.74,0.41,0.85,0.82,0.9,0.9,0.154,13.5,1.85,0.009,29.96,4.47,0.03,0.19,0.0,1
0.06,3.8,0.37,3.55,0.07,8.13,0.29,0.04,0.57,0.64,0.64,0.154,17.09,2.08,0.002,14.0,0.79,0.04,0.03,0.0,1
0.8,3.56,0.03,2.75,0.006,5.43,0.53,0.96,0.02,0.0,0.0,0.042,11.36,1.96,0.009,38.71,6.67,0.09,0.27,0.04,1
0.01,18.62,0.01,0.81,0.05,0.49,0.02,1.04,1.19,0.0,0.001,0.079,8.6,0.08,0.008,2.4,2.16,0.03,0.03,0.0,1
0.06,26.04,0.03,0.73,0.01,0.07,0.08,0.26,0.82,0.74,0.74,0.197,17.26,1.23,0.003,1.74,0.74,0.1,0.04,0.07,0
0.08,1.34,0.02,1.82,0.005,3.95,0.8,1.99,0.48,0.33,0.001,0.05,17.88,1.28,0.0,22.76,6.66,0.09,0.16,0.0,0
0.2,21.02,0.53,0.75,0.08,2.16,0.25,0.05,1.09,0.34,0.005,0.084,6.61,2.07,0.001,22.17,4.6,0.06,0.04,0.01,1
0.04,9.2,0.01,1.74,0.009,0.63,0.3,1.7,0.29,0.78,0.78,0.185,12.75,1.66,0.006,33.24,2.58,0.03,0.4,0.04,0
0.03,19.92,0.01,2.19,0.08,0.23,0.0,0.05,0.63,0.45,0.0,0.142,7.2,1.84,0.007,10.42,1.77,0.06,0.02,0.01,0
4.03,25.54,0.05,0.34,0.008,1.84,0.32,1.1,0.22,0.21,0.005,0.192,17.93,1.38,0.009,17.62,2.08,0.06,0.11,0.05,1
0.08,24.32,0.01,1.91,0.001,0.8,0.06,0.68,0.01,0.95,0.95,0.006,0.67,1.25,0.01,51.8,6.59,0.04,0.46,0.08,0
3.48,3.44,0.04,0.38,0.002,4.77,0.19,1.77,1.43,0.97,0.97,0.118,2.17,1.03,0.002,28.76,7.36,0.03,0.1,0.0,1
2.66,1.01,0.001,2.35,0.005,1.77,0.7,1.95,0.48,0.0,0.0,0.174,15.72,1.48,0.01,27.97,0.53,0.05,0.21,0.07,1
4.18,14.0,0.03,0.59,0.002,2.2,0.29,0.99,0.31,0.01,0.007,0.19,10.63,1.28,0.003,5.87,3.41,0.04,0.09,0.04,1
0.97,24.23,0.17,0.43,0.04,2.91,0.69,0.57,0.61,0.0,0.0,0.117,7.37,1.38,0.003,27.28,2.41,0.02,0.06,0.02,1
0.06,1.11,0.03,0.32,0.09,0.0,0.07,1.54,0.32,0.33,0.006,0.041,19.44,1.69,0.009,11.3,0.82,0.06,0.05,0.08,0
0.35,21.76,0.01,2.53,0.004,0.85,0.59,0.08,1.19,0.7,0.7,0.157,10.87,1.23,0.0,22.58,6.7,0.04,0.42,0.02,1
0.06,22.96,0.08,0.85,0.02,0.02,0.08,0.8,0.63,0.0,0.007,0.112,10.14,0.81,0.001,1.12,0.34,0.03,0.07,0.05,0
4.79,12.45,0.02,3.01,0.007,5.42,0.58,1.25,0.51,0.69,0.69,0.111,15.27,1.27,0.001,16.55,2.83,0.03,0.22,0.03,1
4.38,22.68,0.01,0.73,0.009,1.36,0.67,1.26,0.59,0.75,0.75,0.011,3.76,1.28,0.01,17.71,1.03,0.02,0.02,0.06,1
0.04,8.48,0.05,1.28,0.1,0.34,0.05,1.85,0.88,0.36,0.005,0.072,3.16,0.65,0.009,1.64,0.52,0.1,0.05,0.06,0
0.05,12.39,0.17,3.41,0.12,2.5,0.21,1.97,1.36,0.37,0.001,0.06,15.05,1.29,0.004,46.97,0.87,0.03,0.27,0.05,0
0.07,17.58,0.01,0.97,0.05,0.47,0.06,0.8,1.28,0.0,0.93,0.184,11.5,0.88,0.003,3.24,0.23,0.09,0.09,0.09,0
0.24,17.44,0.72,4.07,0.01,5.83,0.28,0.06,1.4,0.7,0.7,0.115,14.88,1.43,0.005,49.58,5.95,0.07,0.47,0.07,0
3.52,23.19,0.03,2.69,0.006,4.94,0.76,1.85,1.24,0.75,0.75,0.124,1.91,1.0,0.008,24.84,3.19,0.08,0.37,0.06,1
4.91,18.02,0.04,0.13,0.005,5.22,0.84,0.62,0.97,0.23,0.006,0.12,8.9,1.3,0.003,6.87,5.77,0.01,0.03,0.07,1
4.12,17.99,0.02,3.43,0.006,0.01,0.41,1.82,0.22,0.99,0.99,0.108,8.06,1.76,0.005,24.29,0.88,0.1,0.1,0.07,1
4.55,10.69,0.001,3.42,0.007,3.35,0.36,0.88,1.13,0.0,0.0,0.03,8.25,1.8,0.006,38.44,2.08,0.09,0.24,0.03,1
3.12,18.12,0.03,3.98,0.006,1.87,0.07,0.66,0.04,0.32,0.002,0.028,8.02,1.07,0.002,40.27,1.16,0.0,0.35,0.02,1
0.06,0.75,0.07,0.64,0.05,0.08,0.1,0.36,1.14,0.0,0.0,0.065,1.34,2.73,0.01,0.24,0.54,0.02,0.03,0.06,0
2.25,6.71,0.01,1.66,0.009,1.82,0.14,1.63,0.26,0.0,0.0,0.142,2.11,1.47,0.006,10.56,1.2,0.0,0.45,0.0,1
0.1,13.23,0.01,0.25,0.08,0.05,0.03,0.02,0.99,0.05,0.003,0.078,15.13,1.27,0.006,0.04,1.3,0.07,0.07,0.01,0
2.64,6.52,0.04,3.93,0.002,6.6,0.72,0.04,1.37,0.0,0.0,0.032,4.38,1.48,0.007,33.77,1.16,0.07,0.01,0.0,1
0.79,25.24,0.02,0.48,0.003,5.54,0.21,0.03,1.27,0.82,0.82,0.041,16.88,1.29,0.009,29.14,4.72,0.05,0.2,0.07,0
1.77,10.45,0.04,2.06,0.007,6.12,0.65,1.05,0.96,0.32,0.008,0.049,1.61,1.7,0.001,10.44,1.86,0.01,0.07,0.05,1
2.33,16.23,0.01,1.78,0.003,2.01,0.51,0.46,0.74,0.48,0.001,0.072,13.2,1.24,0.005,31.59,4.31,0.09,0.28,0.08,1
0.06,12.44,0.01,0.68,0.04,0.67,0.04,0.08,0.61,0.0,0.001,0.03,1.43,0.34,0.009,0.28,0.58,0.0,0.01,0.04,1
0.07,0.17,0.08,0.57,0.01,0.01,0.05,0.03,0.44,0.0,0.0,0.047,14.61,1.0,0.002,1.5,3.95,0.05,0.09,0.0,1
0.93,15.17,0.02,0.82,0.004,1.58,0.45,1.46,0.45,0.0,0.0,0.197,15.13,1.9,0.001,7.93,4.86,0.05,0.04,0.06,1
0.02,22.56,0.05,0.53,0.04,0.07,0.01,1.53,0.87,0.0,0.008,0.079,9.38,0.7,0.007,0.77,5.2,0.06,0.06,0.05,0
2.45,27.89,0.02,3.25,0.004,3.35,0.77,1.99,0.22,0.25,0.008,0.085,3.29,1.88,0.008,15.08,2.35,0.09,0.09,0.03,1
0.01,3.73,0.05,3.38,0.005,4.01,0.78,1.18,1.41,0.63,0.63,0.128,8.99,1.43,0.01,38.03,2.77,0.02,0.05,0.06,0
3.6,8.24,0.03,1.92,0.003,1.44,0.08,1.89,0.65,0.39,0.008,0.011,13.75,1.8,0.001,32.55,5.78,0.08,0.04,0.07,1
2.46,23.16,1.02,3.6,0.13,6.3,0.73,1.59,0.27,0.88,0.88,0.183,8.57,2.05,0.006,19.52,3.24,0.06,0.09,0.07,0
0.09,22.72,0.09,0.68,0.04,0.07,0.08,0.07,1.37,0.09,0.008,0.042,11.36,0.49,0.001,7.65,0.33,0.07,0.02,0.02,0
0.42,3.22,0.01,0.65,0.008,0.9,0.83,1.08,0.15,0.23,0.007,0.184,2.67,1.21,0.001,13.9,4.86,0.0,0.21,0.05,1
0.09,7.11,0.01,0.46,0.05,0.07,0.01,0.08,0.33,0.0,0.0,0.061,1.87,0.43,0.01,6.11,0.84,0.01,0.03,0.02,0
2.22,22.69,0.87,1.4,0.06,7.54,0.62,0.61,1.46,0.84,0.84,0.136,17.39,2.48,0.007,34.83,5.67,0.06,0.15,0.08,0
1.03,16.96,0.01,1.79,0.005,2.5,0.62,0.79,0.15,0.62,0.62,0.106,6.94,1.09,0.001,19.33,4.62,0.02,0.41,0.07,1
0.29,29.14,0.02,3.83,0.004,5.66,0.34,1.95,1.18,0.81,0.81,0.075,0.44,1.12,0.005,21.86,4.88,0.08,0.04,0.01,1
0.01,16.13,0.05,0.57,0.07,0.09,0.07,1.14,1.14,0.0,0.004,0.045,9.14,0.87,0.01,0.14,2.3,0.02,0.05,0.04,1
