aluminium,cadmium,chromium,arsenic,chloramine,perchlorate,radium,nitrates,barium,bacteria,silver,selenium,ammonia,viruses,uranium,is_safe
0.07,0.09,0.06,0.05,0.44,1.58,7.64,13.02,1.03,0.0,0.01,0.05,15.39,0.0,0.03,0
2.6,0.06,0.07,0.26,7.93,22.05,0.97,17.17,0.95,0.46,0.23,0.03,23.82,0.002,0.06,0
3.67,0.002,0.1,0.02,5.4,12.9,5.69,15.62,2.78,0.53,0.38,0.05,9.92,0.53,0.09,1
0.85,0.006,0.89,0.05,7.52,6.24,4.15,3.55,0.17,0.31,0.1,0.01,10.38,0.002,0.02,1
1.91,0.008,0.69,0.04,3.93,49.97,4.88,3.18,2.24,0.55,0.29,0.08,21.91,0.55,0.06,0
0.43,0.001,0.17,0.03,2.38,10.88,5.41,15.72,3.28,0.7,0.11,0.03,13.55,0.7,0.07,1
0.08,0.08,0.02,0.02,0.06,0.33,0.34,4.5,0.18,0.38,0.0,0.03,19.03,0.008,0.04,0
0.02,0.04,0.01,0.05,0.07,0.77,5.2,9.38,0.53,0.0,0.06,0.06,22.56,0.008,0.05,0
4.76,0.001,0.46,0.01,0.06,19.53,5.15,12.52,2.39,0.07,0.48,0.04,27.08,0.001,0.03,1
1.12,0.008,0.36,0.01,4.98,37.35,1.68,2.27,0.7,0.0,0.37,0.07,24.37,0.0,0.07,1
3.52,0.007,0.32,0.04,1.33,22.9,4.23,10.78,2.46,0.28,0.03,0.06,2.07,0.009,0.04,1
0.08,0.05,0.85,0.74,4.6,53.03,1.92,7.04,4.51,0.2,0.45,0.03,7.64,0.007,0.02,0
2.91,0.008,0.33,0.02,5.07,21.38,3.49,12.32,2.66,0.75,0.38,0.0,5.19,0.75,0.03,1
4.12,0.08,0.11,0.2,6.38,9.87,6.02,7.97,2.44,0.07,0.35,0.03,22.38,0.001,0.07,0
2.99,0.006,0.4,0.04,0.51,32.51,1.05,5.88,2.24,0.0,0.43,0.02,3.76,0.0,0.02,1
0.05,0.06,0.05,0.08,0.06,0.18,0.44,13.11,0.17,0.97,0.03,0.01,11.71,0.97,0.07,0
0.09,0.0,0.08,0.02,0.25,5.06,4.99,8.5,0.5,0.94,0.03,0.05,25.78,0.94,0.04,0
2.67,0.006,0.25,0.03,5.68,5.35,4.1,16.11,2.55,0.13,0.36,0.01,27.18,0.009,0.01,1
0.09,0.04,0.08,0.09,0.07,7.65,0.33,11.36,0.68,0.09,0.02,0.07,22.72,0.008,0.02,0
2.22,0.06,0.62,0.87,7.54,34.83,5.67,17.39,1.4,0.84,0.15,0.06,22.69,0.84,0.08,0
0.42,0.008,0.61,0.04,6.92,25.83,4.2,14.52,2.22,0.0,0.08,0.09,18.06,0.0,0.03,1
4.33,0.007,0.87,0.02,3.3,27.63,4.67,3.72,1.63,0.0,0.27,0.07,29.04,0.0,0.06,0
0.05,0.06,0.06,0.05,0.35,0.75,1.88,16.85,1.22,0.66,0.02,0.07,8.05,0.66,0.02,0
0.09,0.01,0.02,0.08,0.1,0.52,1.89,12.69,0.66,0.45,0.08,0.03,10.99,0.0,0.0,0
0.04,0.04,0.06,0.09,0.34,3.82,4.64,2.44,0.06,0.0,0.04,0.01,6.17,0.003,0.07,1
0.01,0.04,0.1,0.04,0.32,2.35,0.99,0.83,0.05,0.0,0.04,0.02,24.9,0.001,0.06,1
1.74,0.12,0.78,0.16,5.89,20.46,7.77,9.2,2.13,0.0,0.11,0.06,22.7,0.0,0.05,0
1.21,0.001,0.71,0.04,1.16,40.72,2.18,9.19,2.61,0.0,0.24,0.04,17.59,0.0,0.06,0
3.85,0.001,0.82,0.03,4.85,7.88,0.14,18.84,2.75,0.67,0.49,0.04,16.61,0.67,0.07,1
1.14,0.001,0.46,0.04,0.17,10.45,6.0,15.1,2.67,0.0,0.01,0.01,8.89,0.0,0.04,1
0.02,0.03,0.36,0.13,3.6,38.76,5.81,4.76,2.6,0.18,0.34,0.06,3.05,0.007,0.04,0
0.25,0.006,0.86,0.03,3.25,19.09,4.23,12.8,3.15,0.25,0.39,0.08,2.5,0.008,0.04,0
0.06,0.01,0.05,0.03,0.2,6.18,1.7,5.85,0.48,0.0,0.0,0.01,27.63,0.007,0.05,1
2.45,0.004,0.77,0.02,3.35,15.08,2.35,3.29,3.25,0.25,0.09,0.09,27.89,0.008,0.03,1
4.03,0.005,0.4,0.02,3.96,5.89,2.53,13.73,2.93,0.4,0.41,0.05,26.19,0.007,0.07,1
3.71,0.004,0.54,0.03,0.0,23.58,7.03,17.62,2.54,0.31,0.08,0.03,15.18,0.001,0.0,1
0.58,0.006,0.28,0.02,6.07,29.0,1.7,8.83,0.74,0.0,0.37,0.07,27.8,0.0,0.05,1
2.68,0.007,0.69,0.02,2.89,28.47,7.28,11.22,1.32,0.67,0.12,0.07,9.61,0.67,0.01,1
0.07,0.03,0.03,0.05,0.07,7.29,0.32,9.85,1.03,0.77,0.06,0.04,4.9,0.77,0.09,0
2.93,0.008,0.25,0.01,1.65,15.13,7.55,2.47,2.39,0.0,0.01,0.1,15.34,0.0,0.03,1
3.72,0.002,0.71,0.04,1.96,14.97,0.6,15.41,1.24,0.0,0.13,0.09,2.48,0.0,0.03,1
2.53,0.03,0.29,0.72,8.66,14.03,0.79,17.15,3.48,0.64,0.03,0.04,3.8,0.64,0.0,1
4.81,0.07,0.58,0.77,6.53,39.46,0.82,3.84,2.07,0.52,0.47,0.01,20.5,0.52,0.08,0
0.04,0.03,0.01,0.01,0.05,1.35,4.84,15.92,0.7,0.0,0.04,0.0,6.85,0.0,0.05,1
0.08,0.001,0.06,0.01,0.8,51.8,6.59,0.67,1.91,0.95,0.46,0.04,24.32,0.95,0.08,0
0.17,0.004,0.71,0.05,4.93,4.8,7.16,3.35,3.87,0.0,0.21,0.02,12.03,0.0,0.09,1
0.01,0.04,0.09,0.08,0.02,2.38,0.36,14.25,1.35,0.0,0.01,0.02,11.1,0.007,0.09,0
0.08,0.005,0.8,0.02,3.95,22.76,6.66,17.88,1.82,0.33,0.16,0.09,1.34,0.001,0.0,0
0.03,0.001,0.73,0.04,1.01,31.48,4.79,1.87,1.24,0.22,0.24,0.01,7.18,0.0,0.02,0
0.04,0.03,0.04,0.07,0.13,0.1,0.81,5.45,0.33,0.0,0.01,0.03,0.19,0.0,0.08,0
1.72,0.004,0.28,0.02,6.76,12.99,1.1,7.1,0.23,0.79,0.33,0.0,7.87,0.79,0.06,1
0.15,0.002,0.39,0.03,2.73,38.53,0.16,4.0,3.14,0.93,0.27,0.07,1.38,0.93,0.01,1
0.03,0.08,0.04,0.04,0.49,1.61,1.21,0.45,0.37,0.07,0.0,0.03,19.13,0.008,0.04,0
0.14,0.004,0.24,0.04,7.22,48.15,1.9,9.92,2.2,0.49,0.28,0.06,7.63,0.005,0.05,0
3.14,0.008,0.1,0.02,4.54,1.95,0.91,16.78,0.47,0.74,0.18,0.06,7.74,0.74,0.03,1
0.76,0.06,0.69,1.03,4.15,43.67,0.66,2.47,1.84,0.0,0.05,0.04,9.8,0.006,0.03,1
0.07,0.08,0.07,0.04,0.28,2.64,0.81,12.8,2.84,0.25,0.07,0.08,1.91,0.008,0.04,0
0.04,0.07,0.0,0.08,0.01,4.38,0.44,2.5,0.32,0.0,0.01,0.05,5.26,0.009,0.08,1
3.68,0.006,0.87,0.01,1.87,22.62,7.15,16.31,2.91,0.0,0.24,0.09,14.46,0.0,0.0,1
4.44,0.003,0.37,0.03,5.6,3.3,0.0,3.83,2.84,0.97,0.35,0.04,28.93,0.97,0.06,1
2.88,0.002,0.29,0.03,6.13,51.29,3.81,7.09,3.37,0.78,0.03,0.07,0.26,0.78,0.06,1
0.07,0.05,0.06,0.01,0.47,3.24,0.23,11.5,0.97,0.0,0.09,0.09,17.58,0.93,0.09,0
0.03,0.06,0.09,0.03,0.25,11.23,0.6,8.84,0.04,0.0,0.03,0.09,2.45,0.004,0.08,1
0.03,0.08,0.09,0.05,0.63,3.21,2.45,16.93,2.17,0.0,0.03,0.07,10.98,0.007,0.07,0
0.08,0.02,0.08,0.03,0.38,4.37,1.61,18.27,0.94,0.0,0.06,0.05,22.89,0.003,0.02,0
0.06,0.05,0.09,0.06,0.23,3.32,0.08,18.01,1.2,0.0,0.09,0.03,27.31,0.72,0.04,0
0.04,0.004,0.19,0.01,1.41,5.85,1.54,2.57,1.04,0.98,0.16,0.09,8.62,0.98,0.01,0
0.03,0.09,0.03,0.08,0.08,3.15,4.16,0.83,0.41,0.0,0.0,0.05,20.17,0.0,0.06,1
0.09,0.04,0.02,0.1,0.18,0.99,3.2,19.1,0.57,0.65,0.08,0.05,24.77,0.65,0.0,0
0.01,0.05,0.02,0.01,0.49,2.4,2.16,8.6,0.81,0.0,0.03,0.03,18.62,0.001,0.0,1
0.01,0.02,0.05,0.06,0.07,0.78,2.52,3.74,2.68,0.0,0.01,0.04,12.81,0.003,0.07,0
0.03,0.11,0.3,0.76,3.44,49.3,6.33,18.43,1.66,0.38,0.06,0.05,18.72,0.006,0.07,0
2.48,0.006,0.29,0.02,7.93,2.64,0.79,16.29,2.85,0.0,0.03,0.04,3.9,0.0,0.0,1
0.76,0.001,0.89,0.02,2.28,37.7,7.52,7.49,2.99,0.0,0.15,0.01,25.22,0.0,0.08,0
2.37,0.001,0.78,0.03,1.98,50.66,1.07,16.71,3.38,0.77,0.16,0.05,24.23,0.77,0.06,0
3.59,0.007,0.24,0.01,4.84,27.6,0.41,8.32,0.43,0.03,0.39,0.09,13.81,0.005,0.04,1
0.47,0.006,0.15,0.02,7.36,30.29,4.41,13.73,0.29,0.51,0.34,0.08,26.77,0.51,0.06,0
1.9,0.12,0.78,0.94,7.75,0.37,7.97,6.1,2.85,0.23,0.21,0.09,26.84,0.004,0.05,0
0.08,0.01,0.0,0.09,0.2,13.32,0.64,4.28,0.24,0.49,0.02,0.04,11.44,0.003,0.08,0
2.68,0.002,0.09,0.04,0.22,21.79,2.91,8.43,3.98,0.27,0.43,0.08,9.02,0.004,0.09,1
0.14,0.06,0.63,0.27,0.84,48.07,1.83,11.71,1.11,0.09,0.03,0.07,23.41,0.008,0.02,1
0.01,0.07,0.08,0.1,0.21,2.77,6.45,3.84,0.15,0.34,0.03,0.06,6.12,0.004,0.08,0
0.08,0.04,0.05,0.01,0.01,0.39,3.1,6.12,3.78,0.44,0.07,0.09,7.88,0.0,0.01,0
0.12,0.1,0.23,0.34,7.64,17.07,1.35,11.35,2.86,0.88,0.35,0.07,6.49,0.88,0.02,0
0.09,0.09,0.06,0.01,8.05,12.54,1.8,3.23,4.13,0.93,0.09,0.04,2.12,0.93,0.01,1
0.07,0.01,0.02,0.05,0.07,2.74,1.61,3.7,0.03,0.0,0.08,0.01,8.71,0.008,0.07,1
1.12,0.003,0.66,0.01,3.08,16.0,1.18,2.65,1.98,0.34,0.42,0.01,9.92,0.006,0.01,1
0.05,0.01,0.02,0.02,0.45,1.48,1.11,10.27,0.59,0.0,0.1,0.09,24.22,0.0,0.08,1
0.09,0.01,0.06,0.09,0.04,0.81,0.96,2.47,0.13,0.0,0.02,0.1,14.47,0.69,0.03,0
0.03,0.04,0.09,0.05,0.57,7.19,0.47,17.32,0.36,0.89,0.06,0.07,19.86,0.89,0.03,0
3.05,0.001,0.01,0.01,4.22,13.89,0.18,11.5,0.8,0.49,0.18,0.02,5.71,0.001,0.05,1
0.44,0.008,0.38,0.01,4.37,12.7,3.56,0.48,0.06,0.0,0.33,0.01,1.84,0.0,0.05,1
0.2,0.09,0.57,0.52,6.46,21.85,1.0,0.92,2.32,0.06,0.28,0.08,2.55,0.005,0.03,0
0.02,0.09,0.04,0.05,0.59,0.47,0.8,15.48,0.31,0.38,0.0,0.07,0.01,0.006,0.04,0
2.46,0.001,0.24,0.01,7.17,6.99,3.6,1.43,1.38,0.0,0.37,0.0,13.29,0.0,0.04,1
0.03,0.08,0.03,0.04,0.02,6.7,3.12,10.3,1.17,0.07,0.02,0.02,0.41,0.007,0.08,0
0.05,0.08,0.06,0.09,0.44,5.61,3.29,5.33,0.73,0.78,0.02,0.03,21.4,0.78,0.08,0
4.49,0.005,0.32,0.05,4.55,36.52,6.15,5.23,1.87,0.3,0.16,0.04,4.07,0.002,0.04,1
0.0,0.008,0.83,0.02,6.6,47.53,1.0,3.83,1.96,0.73,0.12,0.1,27.61,0.73,0.01,0
0.07,0.02,0.11,0.38,2.9,18.0,5.37,5.25,4.09,0.15,0.21,0.02,6.16,0.009,0.0,0
0.05,0.02,0.06,0.04,0.49,0.23,3.55,18.99,0.21,0.05,0.04,0.01,17.54,0.009,0.02,0
0.17,0.002,0.18,0.03,1.53,24.65,5.49,12.19,2.75,0.01,0.09,0.03,23.21,0.0,0.06,0
3.59,0.004,0.78,0.04,6.0,6.39,1.27,13.3,2.88,0.02,0.11,0.05,19.74,0.007,0.06,1
0.01,0.05,0.09,0.03,0.0,1.14,4.15,6.0,1.83,0.19,0.03,0.02,9.43,0.003,0.01,0
0.04,0.02,0.06,0.06,0.15,0.97,4.4,6.39,1.35,0.0,0.01,0.05,27.72,0.006,0.05,0
0.06,0.008,0.54,0.05,0.83,46.0,4.85,17.17,2.76,0.0,0.27,0.01,2.05,0.0,0.02,1
0.04,0.04,0.72,0.42,4.73,11.27,7.23,3.34,2.32,0.89,0.13,0.09,16.16,0.89,0.08,0
0.1,0.08,0.06,0.1,0.03,7.19,1.22,16.39,0.79,0.0,0.04,0.06,23.63,0.68,0.07,0
0.04,0.08,0.01,0.03,0.01,7.45,0.1,2.4,0.58,0.04,0.07,0.09,5.62,0.003,0.02,1
0.09,0.08,0.06,0.1,0.4,2.22,0.33,10.15,0.03,0.0,0.07,0.06,23.35,0.009,0.02,0
2.25,0.009,0.14,0.01,1.82,10.56,1.2,2.11,1.66,0.0,0.45,0.0,6.71,0.0,0.0,1
4.18,0.004,0.68,0.03,5.23,1.89,2.38,12.57,2.0,0.74,0.19,0.06,22.13,0.74,0.04,1
0.26,0.003,0.84,0.04,3.44,39.41,4.54,16.39,3.74,0.68,0.09,0.06,23.88,0.68,0.07,0
0.09,0.11,0.86,0.87,3.55,3.41,5.03,14.37,0.92,0.89,0.49,0.0,11.42,0.89,0.02,0
4.91,0.005,0.84,0.04,5.22,6.87,5.77,8.9,0.13,0.23,0.03,0.01,18.02,0.006,0.07,1
0.09,0.05,0.06,0.01,0.0,5.76,5.58,8.23,0.4,0.0,0.03,0.04,17.87,0.83,0.05,0
0.04,0.01,0.04,0.09,0.39,6.93,7.18,13.98,0.58,0.13,0.07,0.08,3.44,0.0,0.03,0
0.1,0.13,0.06,0.18,6.72,44.13,7.92,11.05,2.36,0.51,0.09,0.08,19.49,0.51,0.03,0
0.05,0.06,0.06,0.06,0.58,1.7,6.96,12.19,2.35,0.0,0.08,0.05,5.86,0.0,0.03,0
3.9,0.008,0.34,0.001,0.79,47.93,1.23,10.33,1.6,0.5,0.01,0.06,9.79,0.5,0.02,1
2.24,0.001,0.4,0.03,7.51,6.36,6.82,15.84,1.92,0.46,0.26,0.05,1.88,0.007,0.05,1
0.08,0.07,0.07,0.03,0.07,4.17,0.79,2.06,0.63,0.0,0.0,0.07,0.57,0.002,0.06,0
1.56,0.12,0.15,0.1,8.13,38.76,4.74,12.32,4.27,0.0,0.03,0.01,23.09,0.99,0.03,1
0.04,0.1,0.05,0.05,0.34,1.64,0.52,3.16,1.28,0.36,0.05,0.1,8.48,0.005,0.06,0
4.55,0.001,0.77,0.04,1.23,0.74,4.99,9.55,2.3,0.45,0.33,0.05,14.38,0.001,0.06,1
0.01,0.001,0.73,0.04,5.42,31.02,5.87,6.11,1.37,0.91,0.01,0.05,25.46,0.91,0.06,0
3.79,0.001,0.03,0.01,6.81,37.64,6.56,2.41,2.9,0.61,0.06,0.1,17.82,0.61,0.05,0
0.05,0.02,0.01,0.04,0.23,0.23,3.78,3.55,0.45,0.0,0.07,0.01,9.68,0.002,0.02,1
0.02,0.02,0.09,0.06,0.07,0.61,4.63,3.34,1.82,0.49,0.06,0.06,20.11,0.007,0.09,0
1.36,0.001,0.03,0.04,7.23,9.12,1.72,1.41,2.96,0.71,0.45,0.02,11.33,0.71,0.05,1
0.05,0.09,0.08,0.02,0.52,0.52,0.16,6.83,0.41,0.0,0.01,0.01,9.31,0.002,0.02,1
0.14,0.006,0.49,0.04,4.23,53.72,7.42,15.47,1.31,0.68,0.3,0.04,4.63,0.68,0.04,0
0.78,0.08,0.71,0.42,6.05,31.07,3.57,12.4,3.87,0.0,0.01,0.03,22.26,0.0,0.05,0
0.03,0.001,0.17,0.02,3.67,41.46,4.78,0.55,3.85,0.21,0.1,0.03,22.55,0.001,0.01,1
0.09,0.05,0.01,0.02,0.23,2.72,0.1,9.92,1.08,0.0,0.08,0.06,7.37,0.005,0.05,1
1.21,0.007,0.56,0.04,1.83,5.67,1.45,9.75,0.7,0.17,0.12,0.05,0.65,0.0,0.02,1
0.36,0.006,0.75,0.04,5.85,26.57,3.28,0.6,2.04,0.21,0.15,0.05,7.11,0.006,0.02,1
0.19,0.05,0.37,0.09,6.26,6.88,3.83,12.94,3.94,0.73,0.33,0.06,-0.03,0.73,0.07,0
0.03,0.001,0.14,0.03,7.24,7.24,6.44,18.96,0.6,0.91,0.01,0.04,21.9,0.91,0.08,0
0.09,0.001,0.47,0.02,5.29,0.18,6.89,1.91,0.06,0.89,0.12,0.06,15.84,0.89,0.08,0
2.33,0.006,0.46,0.04,6.06,12.48,4.54,4.2,2.76,0.51,0.38,0.07,29.23,0.51,0.08,1
3.47,0.007,0.36,0.03,5.98,43.75,7.7,3.84,1.43,0.0,0.44,0.06,6.99,0.0,0.08,1
2.71,0.006,0.17,0.04,4.0,14.16,6.16,11.0,3.02,0.38,0.05,0.05,26.19,0.005,0.08,1
0.83,0.001,0.27,0.03,0.24,44.91,4.47,11.89,2.84,0.0,0.29,0.02,14.59,0.0,0.01,0
1.76,0.08,0.77,0.42,3.37,17.23,3.54,13.08,1.57,0.97,0.5,0.05,8.01,0.97,0.01,0
1.08,0.001,0.54,0.02,2.41,7.3,2.55,13.82,0.35,0.9,0.17,0.06,14.67,0.9,0.02,1
0.39,0.007,0.48,0.03,1.78,31.24,3.6,11.36,3.04,0.84,0.42,0.03,15.16,0.84,0.05,0
0.01,0.09,0.02,0.1,0.08,0.09,2.68,1.94,0.91,0.03,0.03,0.07,7.35,0.007,0.04,1
0.01,0.0,0.0,0.01,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,10.0,0.0,0.0,1
3.91,0.002,0.18,0.01,4.41,30.24,0.86,6.67,2.72,0.15,0.41,0.1,2.81,0.001,0.0,1
4.62,0.07,0.65,0.23,3.08,19.94,1.27,18.31,1.16,0.97,0.15,0.01,22.86,0.97,0.06,0
3.43,0.008,0.15,0.04,1.49,36.15,3.91,3.25,2.65,0.0,0.48,0.06,15.58,0.0,0.04,1
0.23,0.002,0.47,0.001,0.68,28.03,0.92,11.59,3.5,0.05,0.03,0.07,23.16,0.001,0.08,1
0.06,0.11,0.36,0.09,0.71,17.06,1.15,2.15,0.73,0.44,0.42,0.09,28.13,0.007,0.02,0
1.82,0.001,0.87,0.03,3.78,20.7,7.87,13.47,2.38,0.27,0.39,0.04,12.46,0.0,0.09,1
0.02,0.02,0.03,0.05,0.05,2.09,0.39,18.77,0.2,0.0,0.05,0.02,20.33,0.56,0.03,0
0.02,0.01,0.08,0.01,0.05,0.08,0.86,3.25,0.91,0.51,0.02,0.06,14.76,0.51,0.04,0
1.26,0.03,0.71,0.42,1.71,52.6,2.18,9.9,3.08,0.99,0.24,0.04,17.49,0.99,0.06,0
0.1,0.008,0.65,0.04,2.58,44.03,6.19,10.96,3.57,0.98,0.17,0.03,28.24,0.98,0.07,0
0.03,0.05,0.06,0.03,0.18,8.75,2.03,16.56,0.45,0.0,0.03,0.06,22.52,0.84,0.08,0
0.29,0.004,0.34,0.02,5.66,21.86,4.88,0.44,3.83,0.81,0.04,0.08,29.14,0.81,0.01,1
4.18,0.002,0.29,0.03,2.2,5.87,3.41,10.63,0.59,0.01,0.09,0.04,14.0,0.007,0.04,1
0.07,0.04,0.07,0.05,0.07,1.2,0.93,14.45,0.65,0.16,0.04,0.0,17.2,0.009,0.02,0
0.0,0.08,0.04,0.06,0.01,5.81,0.38,6.89,0.89,0.13,0.09,0.02,23.32,0.001,0.02,0
0.17,0.005,0.04,0.05,4.6,10.82,7.74,10.54,0.46,0.96,0.4,0.09,4.82,0.96,0.07,0
0.49,0.005,0.65,0.04,2.11,18.2,2.12,12.26,0.26,0.31,0.37,0.09,28.18,0.002,0.02,1
0.02,0.05,0.04,0.08,0.0,4.06,0.74,9.64,0.38,0.08,0.06,0.03,25.34,0.006,0.0,0
0.01,0.08,0.06,0.1,0.24,8.53,0.83,6.75,0.53,0.0,0.06,0.04,22.18,0.002,0.07,0
1.35,0.006,0.31,0.04,0.1,8.0,3.52,5.36,0.18,0.41,0.27,0.02,28.83,0.008,0.08,1
0.45,0.003,0.01,0.04,2.35,28.46,0.96,4.07,1.46,0.0,0.4,0.07,29.8,0.0,0.06,1
0.34,0.02,0.11,0.16,3.17,17.27,2.18,19.29,0.61,0.0,0.01,0.04,13.64,0.0,0.02,1
0.05,0.09,0.09,0.07,0.17,0.59,1.56,15.37,0.78,0.66,0.07,0.08,25.3,0.66,0.05,0
0.1,0.08,0.33,0.14,7.57,25.76,2.52,13.69,0.43,0.37,0.23,0.05,26.31,0.007,0.03,0
0.09,0.05,0.01,0.01,0.07,6.11,0.84,1.87,0.46,0.0,0.03,0.01,7.11,0.0,0.02,0
0.01,0.04,0.05,0.08,0.2,0.56,2.79,7.18,1.88,0.62,0.08,0.02,16.51,0.62,0.07,0
2.34,0.002,0.09,0.01,2.77,42.47,5.58,11.23,1.1,0.1,0.33,0.0,24.12,0.005,0.07,0
4.47,0.08,0.63,0.74,0.85,47.49,1.83,12.17,0.92,0.0,0.03,0.07,23.41,0.0,0.02,1
0.5,0.12,0.84,0.15,5.28,26.52,1.06,15.81,3.06,0.72,0.4,0.06,12.11,0.72,0.02,0
4.87,0.004,0.08,0.01,2.14,2.59,4.98,0.35,0.18,0.0,0.3,0.03,26.26,0.0,0.01,1
0.03,0.02,0.06,0.08,0.23,2.0,0.18,0.02,0.56,0.0,0.08,0.0,11.41,0.62,0.05,0
1.86,0.006,0.85,0.03,5.83,21.46,5.19,3.33,0.62,0.49,0.08,0.04,24.86,0.003,0.08,1
0.03,0.08,0.02,0.02,0.22,7.18,1.73,11.97,1.25,0.0,0.04,0.0,8.94,0.0,0.06,1
3.99,0.003,0.35,0.01,1.57,13.32,6.09,18.09,3.1,0.47,0.33,0.06,25.39,0.004,0.07,1
0.03,0.03,0.51,0.26,8.33,45.08,0.0,6.06,1.32,0.22,0.04,0.05,3.24,0.001,0.06,0
2.64,0.12,0.02,0.88,2.51,23.84,1.5,14.58,3.48,0.38,0.42,0.02,11.29,0.007,0.09,0
0.31,0.007,0.14,0.01,2.94,32.32,6.42,5.73,1.54,0.89,0.33,0.03,0.9,0.89,0.08,1
0.09,0.03,0.06,0.07,0.67,1.42,4.94,10.85,0.86,0.52,0.01,0.08,23.4,0.52,0.01,0
3.83,0.003,0.22,0.04,4.95,33.8,6.5,7.1,0.33,0.02,0.15,0.01,8.62,0.002,0.04,1
0.02,0.08,0.02,0.01,0.27,0.05,2.18,14.8,0.03,0.0,0.07,0.07,11.97,0.62,0.07,0
0.16,0.09,0.87,0.73,4.85,18.02,0.62,7.34,1.3,0.71,0.06,0.07,10.19,0.71,0.03,1
0.23,0.001,0.17,0.05,0.5,33.5,2.73,16.63,2.36,0.0,0.34,0.1,20.5,0.0,0.08,0
1.21,0.007,0.09,0.03,6.8,30.86,7.46,3.23,2.56,0.28,0.03,0.06,11.64,0.001,0.07,1
1.14,0.001,0.47,0.03,6.54,37.2,1.73,11.47,2.27,0.0,0.24,0.0,9.66,0.0,0.06,1
0.07,0.08,0.08,0.03,0.32,6.53,3.0,8.08,0.1,0.0,0.01,0.1,1.1,0.002,0.0,0
4.39,0.003,0.41,0.04,2.92,4.79,4.52,16.09,0.73,0.0,0.45,0.06,18.91,0.0,0.05,1
1.79,0.001,0.7,0.04,0.26,10.01,5.87,14.66,0.02,0.23,0.3,0.05,5.14,0.004,0.02,1
0.03,0.009,0.38,0.02,6.53,3.13,2.22,18.85,2.11,0.38,0.46,0.08,18.91,0.007,0.02,0
2.73,0.005,0.74,0.02,1.97,25.97,6.35,9.4,1.78,0.79,0.17,0.0,19.42,0.79,0.06,1
0.07,0.05,0.0,0.08,0.05,9.67,3.62,7.97,0.34,0.69,0.06,0.01,7.81,0.69,0.07,0
0.02,0.03,0.52,0.35,2.89,15.68,1.7,7.38,0.84,0.05,0.04,0.03,0.8,0.008,0.03,1
0.07,0.09,0.05,0.02,0.52,2.53,0.68,13.82,0.97,0.0,0.05,0.0,22.5,0.008,0.06,0
0.03,0.07,0.41,0.6,6.78,29.57,2.48,16.69,1.42,0.48,0.1,0.05,28.72,0.008,0.02,1
4.01,0.12,0.3,0.8,7.76,47.81,7.79,2.11,2.34,0.0,0.1,0.09,21.89,0.79,0.03,0
0.03,0.06,0.55,0.23,7.33,19.07,5.57,16.53,1.9,0.18,0.03,0.04,27.61,0.008,0.05,0
2.12,0.003,0.82,0.001,4.3,0.91,5.11,14.77,0.57,0.04,0.2,0.03,23.58,0.003,0.03,1
0.12,0.11,0.79,0.84,1.07,27.52,0.4,19.46,4.02,0.17,0.31,0.08,24.97,0.001,0.04,0
3.09,0.006,0.01,0.05,5.66,43.27,0.06,4.91,2.91,0.49,0.36,0.03,6.31,0.007,0.03,1
1.99,0.001,0.35,0.04,1.68,44.54,3.11,1.08,1.53,0.03,0.13,0.07,7.55,0.007,0.04,1
0.08,0.08,0.44,0.83,8.54,55.86,3.54,3.02,1.21,0.41,0.17,0.08,6.98,0.001,0.05,0
0.0,0.02,0.08,0.05,0.08,3.17,0.35,9.68,0.38,0.42,0.02,0.05,28.88,0.004,0.09,0
0.06,0.05,0.1,0.07,0.08,0.24,0.54,1.34,0.64,0.0,0.03,0.02,0.75,0.0,0.06,0
0.03,0.07,0.38,0.96,7.51,43.23,1.74,18.73,1.4,0.51,0.15,0.03,27.44,0.51,0.01,0
2.54,0.005,0.26,0.03,1.18,39.38,7.7,9.41,3.22,0.0,0.34,0.03,0.09,0.0,0.02,1
0.07,0.008,0.43,0.001,4.47,34.44,0.02,12.01,2.71,0.29,0.05,0.07,5.44,0.002,0.01,1
0.07,0.002,0.23,0.01,6.2,11.3,2.08,5.4,3.58,0.13,0.08,0.04,21.97,0.008,0.0,1
4.55,0.004,0.34,0.02,5.66,21.86,4.88,0.44,3.83,0.0,0.04,0.08,29.14,0.0,0.01,1
0.07,0.1,0.1,0.06,0.09,2.79,0.25,17.24,1.39,0.95,0.09,0.07,16.54,0.95,0.05,0
0.4,0.07,0.51,0.6,4.9,36.48,1.36,17.48,0.66,0.0,0.41,0.0,21.19,0.89,0.08,0
0.01,0.02,0.06,0.07,0.12,1.53,0.49,6.92,0.88,0.0,0.09,0.02,24.76,0.003,0.05,1
0.07,0.002,0.0,0.01,6.21,18.68,1.67,16.78,0.17,0.15,0.0,0.04,14.96,0.005,0.03,1
0.05,0.04,0.08,0.02,0.1,5.0,0.15,13.57,1.72,0.0,0.0,0.02,1.18,0.7,0.07,0
0.04,0.02,0.06,0.08,0.3,0.59,2.37,7.45,0.06,0.61,0.04,0.03,6.62,0.61,0.02,0
3.2,0.006,0.01,0.01,6.58,22.12,6.67,10.39,2.64,0.0,0.24,0.08,8.68,0.0,0.07,1
3.77,0.001,0.79,0.04,2.34,40.75,4.73,10.32,3.51,0.0,0.49,0.07,17.25,0.0,0.09,0
